Generated by http://statistics.gov.scot,2020-12-07T13:29:45+00:00
http://statistics.gov.scot/data/age-at-first-birth,Age of First Time Mothers
Reference Period,2013/14-2015/16
Age,19 years and under
Measure (cell values): ,"Count(First Time Mothers), Ratio(Percent Of First Time Mothers)"

,,http://statistics.gov.scot/def/measure-properties/count,http://statistics.gov.scot/def/measure-properties/ratio
http://statistics.gov.scot/id/statistical-geography/S13002628,Kirkcaldy North,24,11.01
http://statistics.gov.scot/id/statistical-geography/S13002569,Kirkintilloch East and Twechar,20,9.66
http://statistics.gov.scot/id/statistical-geography/S13002732,Kirkwall East,3,3.95
http://statistics.gov.scot/id/statistical-geography/S13002733,Kirkwall West and Orphir,3,7.89
http://statistics.gov.scot/id/statistical-geography/S13002508,Kirriemuir and Dean,7,6.25
http://statistics.gov.scot/id/statistical-geography/S13002784,Kyle,12,7.32
http://statistics.gov.scot/id/statistical-geography/S13002665,Landward Caithness,11,11
http://statistics.gov.scot/id/statistical-geography/S13002647,Langside,9,1.81
http://statistics.gov.scot/id/statistical-geography/S13002806,Larkhall,29,11.98
http://statistics.gov.scot/id/statistical-geography/S13002765,Leaderdale and Melrose,4,3.88
http://statistics.gov.scot/id/statistical-geography/S13002595,Leith,16,3.84
http://statistics.gov.scot/id/statistical-geography/S13002594,Leith Walk,16,2.8
http://statistics.gov.scot/id/statistical-geography/S13002568,Lenzie and Kirkintilloch South,4,2.26
http://statistics.gov.scot/id/statistical-geography/S13002777,Lerwick North,2,6.45
http://statistics.gov.scot/id/statistical-geography/S13002778,Lerwick South,7,5.98
http://statistics.gov.scot/id/statistical-geography/S13002815,Leven,30,13.1
http://statistics.gov.scot/id/statistical-geography/S13002639,"Leven, Kennoway and Largo",30,12.24
http://statistics.gov.scot/id/statistical-geography/S13002598,Liberton / Gilmerton,34,9.42
http://statistics.gov.scot/id/statistical-geography/S13002820,Linlithgow,5,4.24
http://statistics.gov.scot/id/statistical-geography/S13002641,Linn,42,9.25
http://statistics.gov.scot/id/statistical-geography/S13002822,Livingston North,29,11.74
http://statistics.gov.scot/id/statistical-geography/S13002823,Livingston South,18,9.42
http://statistics.gov.scot/id/statistical-geography/S13002607,Loch a Tuath,4,12.9
http://statistics.gov.scot/id/statistical-geography/S13002540,Lochar,8,5
http://statistics.gov.scot/id/statistical-geography/S13002546,Lochee,47,14.46
http://statistics.gov.scot/id/statistical-geography/S13002626,Lochgelly and Cardenden,26,14.53
http://statistics.gov.scot/id/statistical-geography/S13002814,Lomond,17,11.64
http://statistics.gov.scot/id/statistical-geography/S13002524,Lomond North,5,8.77
http://statistics.gov.scot/id/statistical-geography/S13002616,Lower Braes,11,4.28
http://statistics.gov.scot/id/statistical-geography/S13002484,Lower Deeside,2,1.22
http://statistics.gov.scot/id/statistical-geography/S13002549,Maryfield,31,9.48
http://statistics.gov.scot/id/statistical-geography/S13002655,Maryhill / Kelvin,44,9.54
http://statistics.gov.scot/id/statistical-geography/S13002785,"Maybole, North Carrick and Coylton",19,10.92
http://statistics.gov.scot/id/statistical-geography/S13002592,Meadows / Morningside,7,2.35
http://statistics.gov.scot/id/statistical-geography/S13002507,Mearns,9,4.13
http://statistics.gov.scot/id/statistical-geography/S13002518,Mid Argyll,7,7.61
http://statistics.gov.scot/id/statistical-geography/S13002766,Mid Berwickshire,10,8.4
http://statistics.gov.scot/id/statistical-geography/S13002496,Mid Formartine,7,2.66
http://statistics.gov.scot/id/statistical-geography/S13002534,Mid Galloway,18,16.07
http://statistics.gov.scot/id/statistical-geography/S13002539,Mid and Upper Nithsdale,13,13.83
http://statistics.gov.scot/id/statistical-geography/S13002694,Midlothian East,15,10.07
http://statistics.gov.scot/id/statistical-geography/S13002695,Midlothian South,20,14.08
http://statistics.gov.scot/id/statistical-geography/S13002693,Midlothian West,10,7.04
http://statistics.gov.scot/id/statistical-geography/S13002482,Midstocket / Rosemount,9,2.99
http://statistics.gov.scot/id/statistical-geography/S13002562,Milngavie,6,4.96
http://statistics.gov.scot/id/statistical-geography/S13002829,Monifeith and Sidlaw,5,3.47
http://statistics.gov.scot/id/statistical-geography/S13002515,Montrose and District,25,9.65
http://statistics.gov.scot/id/statistical-geography/S13002726,Mossend and Holytown,19,9.95
http://statistics.gov.scot/id/statistical-geography/S13002728,Motherwell North,26,9.81
http://statistics.gov.scot/id/statistical-geography/S13002729,Motherwell South East and Ravenscraig,31,11.74
http://statistics.gov.scot/id/statistical-geography/S13002727,Motherwell West,17,8.33
http://statistics.gov.scot/id/statistical-geography/S13002730,Murdostoun,26,8.39
http://statistics.gov.scot/id/statistical-geography/S13002571,Musselburgh East and Carberry,30,18.4
http://statistics.gov.scot/id/statistical-geography/S13002570,Musselburgh West,3,2.63
http://statistics.gov.scot/id/statistical-geography/S13002602,Na Hearadh agus Ceann a Deas nan Loch,0,0
http://statistics.gov.scot/id/statistical-geography/S13002680,Nairn,19,14.39
http://statistics.gov.scot/id/statistical-geography/S13002577,"Neilston, Uplawmoor and Newton Mearns North",3,1.22
http://statistics.gov.scot/id/statistical-geography/S13002580,"Netherlee, Stamperland and Williamwood",1,0.65
http://statistics.gov.scot/id/statistical-geography/S13002642,Newlands / Auldburn,26,7.62
http://statistics.gov.scot/id/statistical-geography/S13002581,Newton Mearns South,0,0
http://statistics.gov.scot/id/statistical-geography/S13002541,Nith,16,10.13
http://statistics.gov.scot/id/statistical-geography/S13002574,North Berwick Coastal,4,7.14
http://statistics.gov.scot/id/statistical-geography/S13002711,North Coast and Cumbraes,10,7.75
http://statistics.gov.scot/id/statistical-geography/S13002830,North East,33,15.42
http://statistics.gov.scot/id/statistical-geography/S13002834,North East,54,9.47
http://statistics.gov.scot/id/statistical-geography/S13002737,North Isles,1,5.56
http://statistics.gov.scot/id/statistical-geography/S13002772,North Isles,3,7.69
http://statistics.gov.scot/id/statistical-geography/S13002505,North Kincardine,5,1.96
http://statistics.gov.scot/id/statistical-geography/S13002538,North West Dumfries,27,13.57
http://statistics.gov.scot/id/statistical-geography/S13002662,"North, West and Central Sutherland",4,7.02
http://statistics.gov.scot/id/statistical-geography/S13002479,Northfield / Mastrick North,46,14.42
http://statistics.gov.scot/id/statistical-geography/S13002520,Oban North and Lorn,14,10.22
http://statistics.gov.scot/id/statistical-geography/S13002519,Oban South and the Isles,12,8.39
http://statistics.gov.scot/id/statistical-geography/S13002752,Paisley East & Ralston,12,4.38
http://statistics.gov.scot/id/statistical-geography/S13002753,Paisley North West,34,9.5
http://statistics.gov.scot/id/statistical-geography/S13002754,Paisley South,17,6.94
http://statistics.gov.scot/id/statistical-geography/S13002755,Paisley South West,22,11
http://statistics.gov.scot/id/statistical-geography/S13002652,Partick West,10,1.97
http://statistics.gov.scot/id/statistical-geography/S13002690,Penicuik,13,12.04
http://statistics.gov.scot/id/statistical-geography/S13002584,Pentland Hills,15,8.43
http://statistics.gov.scot/id/statistical-geography/S13002749,Perth City Centre,25,10.55
http://statistics.gov.scot/id/statistical-geography/S13002748,Perth City North,43,13.52
http://statistics.gov.scot/id/statistical-geography/S13002747,Perth City South,7,4.24
http://statistics.gov.scot/id/statistical-geography/S13002493,Peterhead North and Rattray,30,12.45
http://statistics.gov.scot/id/statistical-geography/S13002494,Peterhead South and Cruden,16,8.33
http://statistics.gov.scot/id/statistical-geography/S13002646,Pollokshields,17,3.7
http://statistics.gov.scot/id/statistical-geography/S13002599,Portobello / Craigmillar,40,12.23
http://statistics.gov.scot/id/statistical-geography/S13002572,Preston / Seton / Gosford,13,8.55
http://statistics.gov.scot/id/statistical-geography/S13002780,Prestwick,13,8.18
http://statistics.gov.scot/id/statistical-geography/S13002750,Renfrew North,10,4.88
http://statistics.gov.scot/id/statistical-geography/S13002751,Renfrew South & Gallowhill,23,9.47
http://statistics.gov.scot/id/statistical-geography/S13002622,Rosyth,20,9.85
http://statistics.gov.scot/id/statistical-geography/S13002798,Rutherglen Central and North,16,7.48
http://statistics.gov.scot/id/statistical-geography/S13002797,Rutherglen South,26,13.07
http://statistics.gov.scot/id/statistical-geography/S13002707,Saltcoats and Stevenston,43,17.41
http://statistics.gov.scot/id/statistical-geography/S13002764,Selkirkshire,5,5.32
http://statistics.gov.scot/id/statistical-geography/S13002603,Sgir'Uige agus Ceann a Tuath nan Loch,0,0
http://statistics.gov.scot/id/statistical-geography/S13002604,Sgire an Rubha,3,13.04
http://statistics.gov.scot/id/statistical-geography/S13002775,Shetland Central,3,4.84
http://statistics.gov.scot/id/statistical-geography/S13002773,Shetland North,5,6.17
http://statistics.gov.scot/id/statistical-geography/S13002776,Shetland South,3,4.84
http://statistics.gov.scot/id/statistical-geography/S13002774,Shetland West,3,4.23
http://statistics.gov.scot/id/statistical-geography/S13002659,Shettleston,33,8.05
http://statistics.gov.scot/id/statistical-geography/S13002589,Sighthill / Gorgie,32,6.39
http://statistics.gov.scot/id/statistical-geography/S13002516,South Kintyre,7,8.86
http://statistics.gov.scot/id/statistical-geography/S13002597,Southside / Newington,8,3.28
http://statistics.gov.scot/id/statistical-geography/S13002648,Southside Central,72,12.81
http://statistics.gov.scot/id/statistical-geography/S13002696,Speyside Glenlivet,6,6.82
http://statistics.gov.scot/id/statistical-geography/S13002657,Springburn,34,9.74
http://statistics.gov.scot/id/statistical-geography/S13002636,St Andrews,7,7.95
http://statistics.gov.scot/id/statistical-geography/S13002605,Steòrnabhagh a Deas,7,13.21
http://statistics.gov.scot/id/statistical-geography/S13002606,Steòrnabhagh a Tuath,4,6.78
http://statistics.gov.scot/id/statistical-geography/S13002812,Stirling East,24,10.3
http://statistics.gov.scot/id/statistical-geography/S13002811,Stirling West,15,9.62
http://statistics.gov.scot/id/statistical-geography/S13002506,Stonehaven and Lower Deeside,5,2.72
http://statistics.gov.scot/id/statistical-geography/S13002532,Stranraer and North Rhins,24,18.6
http://statistics.gov.scot/id/statistical-geography/S13002744,Strathallan,6,5.83
http://statistics.gov.scot/id/statistical-geography/S13002743,Strathearn,5,5.15
http://statistics.gov.scot/id/statistical-geography/S13002832,Strathkelvin,21,5.69
http://statistics.gov.scot/id/statistical-geography/S13002545,Strathmartine,39,15.85
http://statistics.gov.scot/id/statistical-geography/S13002739,Strathmore,9,6.12
http://statistics.gov.scot/id/statistical-geography/S13002742,Strathtay,7,8.54
http://statistics.gov.scot/id/statistical-geography/S13002734,Stromness and South Isles,2,8.33
http://statistics.gov.scot/id/statistical-geography/S13002669,Tain and Easter Ross,14,13.59
http://statistics.gov.scot/id/statistical-geography/S13002635,Tay Bridgehead,12,7.5
http://statistics.gov.scot/id/statistical-geography/S13002552,The Ferry,6,3.3
http://statistics.gov.scot/id/statistical-geography/S13002624,The Lochs,34,16.83
http://statistics.gov.scot/id/statistical-geography/S13002724,Thorniewood,15,7.5
http://statistics.gov.scot/id/statistical-geography/S13002663,Thurso,13,14.94
http://statistics.gov.scot/id/statistical-geography/S13002481,Tillydrone / Seaton / Old Aberdeen,25,7.84
http://statistics.gov.scot/id/statistical-geography/S13002487,Torry / Ferryhill,32,6.78
http://statistics.gov.scot/id/statistical-geography/S13002779,Troon,12,7.84
http://statistics.gov.scot/id/statistical-geography/S13002807,Trossachs and Teith,8,5.03
http://statistics.gov.scot/id/statistical-geography/S13002490,Troup,10,10.53
http://statistics.gov.scot/id/statistical-geography/S13002495,Turriff and District,12,7.74
http://statistics.gov.scot/id/statistical-geography/S13002762,Tweeddale East,6,7.06
http://statistics.gov.scot/id/statistical-geography/S13002761,Tweeddale West,5,4.67
http://statistics.gov.scot/id/statistical-geography/S13002617,Upper Braes,12,5.77
http://statistics.gov.scot/id/statistical-geography/S13002547,West End,15,6.36
http://statistics.gov.scot/id/statistical-geography/S13002618,West Fife and Coastal Villages,22,10.95
http://statistics.gov.scot/id/statistical-geography/S13002498,West Garioch,7,4.9
http://statistics.gov.scot/id/statistical-geography/S13002735,West Mainland,2,5.13
http://statistics.gov.scot/id/statistical-geography/S13002667,"Wester Ross, Strathpeffer and Lochalsh",5,4.59
http://statistics.gov.scot/id/statistical-geography/S13002501,Westhill and District,4,1.69
http://statistics.gov.scot/id/statistical-geography/S13002826,Whitburn and Blackburn,24,12.24
http://statistics.gov.scot/id/statistical-geography/S13002664,Wick,17,16.83
http://statistics.gov.scot/id/statistical-geography/S13002533,Wigtown West,9,10.71
http://statistics.gov.scot/id/statistical-geography/S13002731,Wishaw,27,11.89
http://statistics.gov.scot/id/statistical-geography/S02001624,Abbeyhill,0,0
http://statistics.gov.scot/id/statistical-geography/S02001325,Aberchirder and Whitehills,2,5.41
http://statistics.gov.scot/id/statistical-geography/S02001779,Aberdour and Auchtertool,1,1.89
http://statistics.gov.scot/id/statistical-geography/S02002227,Aberuthven and Almondbank,2,4.65
http://statistics.gov.scot/id/statistical-geography/S02001286,Aboyne and South Deeside,0,0
http://statistics.gov.scot/id/statistical-geography/S02002205,Abronhill North,6,11.32
http://statistics.gov.scot/id/statistical-geography/S02002204,Abronhill South,10,16.95
http://statistics.gov.scot/id/statistical-geography/S02002188,Airdrie North,13,20.63
http://statistics.gov.scot/id/statistical-geography/S02001928,Alexandra Parade,4,6.56
http://statistics.gov.scot/id/statistical-geography/S02002146,Allanton - Newmains Rural,2,3.57
http://statistics.gov.scot/id/statistical-geography/S02001403,Alloa North,6,7.06
http://statistics.gov.scot/id/statistical-geography/S02001402,Alloa South and East,21,23.6
http://statistics.gov.scot/id/statistical-geography/S02001404,Alloa West,5,10
http://statistics.gov.scot/id/statistical-geography/S02002335,Alloway and Doonfoot,0,0
http://statistics.gov.scot/id/statistical-geography/S02002020,Alness,12,16
http://statistics.gov.scot/id/statistical-geography/S02001500,Altonhill North and Onthank,7,11.29
http://statistics.gov.scot/id/statistical-geography/S02001501,"Altonhill South, Longpark and Hillhead",15,16.13
http://statistics.gov.scot/id/statistical-geography/S02001396,Alva,6,9.09
http://statistics.gov.scot/id/statistical-geography/S02002246,Alyth,2,6.9
http://statistics.gov.scot/id/statistical-geography/S02001935,Anderston,3,2.94
http://statistics.gov.scot/id/statistical-geography/S02001369,Angus Glens,2,4.88
http://statistics.gov.scot/id/statistical-geography/S02001442,Annan East,14,22.95
http://statistics.gov.scot/id/statistical-geography/S02001441,Annan West,7,14.89
http://statistics.gov.scot/id/statistical-geography/S02001439,Annandale East,2,7.14
http://statistics.gov.scot/id/statistical-geography/S02001440,Annandale West,2,7.69
http://statistics.gov.scot/id/statistical-geography/S02002349,"Annbank, Mossblown and Tarbolton - the Coalfields",6,7.06
http://statistics.gov.scot/id/statistical-geography/S02001970,Anniesland East,0,0
http://statistics.gov.scot/id/statistical-geography/S02001971,Anniesland West,1,0.75
http://statistics.gov.scot/id/statistical-geography/S02001832,Anstruther,5,10.2
http://statistics.gov.scot/id/statistical-geography/S02001354,Arbroath Cliffburn,9,12.5
http://statistics.gov.scot/id/statistical-geography/S02001353,Arbroath Harbour,9,9.57
http://statistics.gov.scot/id/statistical-geography/S02001352,Arbroath Keptie,2,5.26
http://statistics.gov.scot/id/statistical-geography/S02001351,Arbroath Kirkton,4,5.71
http://statistics.gov.scot/id/statistical-geography/S02001350,Arbroath Landward,0,0
