feature_code,year,measurement,units,value,scottish_health_survey_indicator,sex,council_name,long,lat
S12000006,2019,Percent,Percent Of Adults,19,Smoking status: Current smoker,All,Dumfries and Galloway,-4.02863,55.09622
S12000006,2018,Percent,Percent Of Adults,17,Self-assessed general health: Fair,Female,Dumfries and Galloway,-4.02863,55.09622
S12000006,2018,Mean,Units of alcohol,9.7,Alcohol consumption (mean weekly units),All,Dumfries and Galloway,-4.02863,55.09622
S12000006,2018,Percent,Percent Of Adults,23,General health questionnaire (GHQ-12): Score 1-3,Male,Dumfries and Galloway,-4.02863,55.09622
S12000006,2019,Percent,Percent Of Adults,14,Long-term illness: Non-limiting long-term illness,All,Dumfries and Galloway,-4.02863,55.09622
S12000006,2018,Percent,Percent Of Adults,85,Any cardiovascular condition: No cardiovascular condition,All,Dumfries and Galloway,-4.02863,55.09622
S12000006,2018,Percent,Percent Of Adults,75,Overweight: Overweight (including obese),Male,Dumfries and Galloway,-4.02863,55.09622
S12000006,2018,Percent,Percent Of Adults,89,Any cardiovascular condition: No cardiovascular condition,Female,Dumfries and Galloway,-4.02863,55.09622
S12000006,2018,Percent,Percent Of Adults,9,Fruit & vegetable consumption: None,All,Dumfries and Galloway,-4.02863,55.09622
S12000006,2018,Percent,Percent Of Adults,68,Self-assessed general health: Very good/Good,All,Dumfries and Galloway,-4.02863,55.09622
S12000006,2018,Percent,Percent Of Adults,57,Smoking status: Never smoked/Used to smoke occasionally,Female,Dumfries and Galloway,-4.02863,55.09622
S12000006,2018,Percent,Percent Of Adults,8,Fruit & vegetable consumption: None,Female,Dumfries and Galloway,-4.02863,55.09622
S12000006,2019,Percent,Percent Of Adults,69,Self-assessed general health: Very good/Good,All,Dumfries and Galloway,-4.02863,55.09622
S12000006,2018,Percent,Percent Of Adults,79,Any cardiovascular condition: No cardiovascular condition,Male,Dumfries and Galloway,-4.02863,55.09622
S12000006,2018,Percent,Percent Of Adults,72,Overweight: Overweight (including obese),All,Dumfries and Galloway,-4.02863,55.09622
S12000006,2019,Percent,Percent Of Adults,30,Alcohol consumption: Hazardous/Harmful drinker,Male,Dumfries and Galloway,-4.02863,55.09622
S12000006,2019,Percent,Percent Of Adults,13,E-cigarette use: Ever previously used,Female,Dumfries and Galloway,-4.02863,55.09622
S12000006,2019,Percent,Percent Of Adults,66,Self-assessed general health: Very good/Good,Male,Dumfries and Galloway,-4.02863,55.09622
S12000006,2018,Percent,Percent Of Adults,22,Summary activity levels: Very low activity,Female,Dumfries and Galloway,-4.02863,55.09622
S12000006,2019,Percent,Percent Of Adults,55,Smoking status: Never smoked/Used to smoke occasionally,All,Dumfries and Galloway,-4.02863,55.09622
S12000006,2018,Percent,Percent Of Adults,54,Smoking status: Never smoked/Used to smoke occasionally,All,Dumfries and Galloway,-4.02863,55.09622
S12000006,2019,Percent,Percent Of Adults,7,Fruit & vegetable consumption: None,Female,Dumfries and Galloway,-4.02863,55.09622
S12000006,2019,Percent,Percent Of Adults,14,Long-term illness: Non-limiting long-term illness,Male,Dumfries and Galloway,-4.02863,55.09622
S12000006,2019,Percent,Percent Of Adults,10,Alcohol consumption: Hazardous/Harmful drinker,Female,Dumfries and Galloway,-4.02863,55.09622
S12000006,2019,Percent,Percent Of Adults,12,Fruit & vegetable consumption: None,Male,Dumfries and Galloway,-4.02863,55.09622
S12000006,2018,Percent,Percent Of Adults,19,Alcohol consumption: Hazardous/Harmful drinker,All,Dumfries and Galloway,-4.02863,55.09622
S12000006,2018,Percent,Percent Of Adults,12,Long-term illness: Non-limiting long-term illness,All,Dumfries and Galloway,-4.02863,55.09622
S12000006,2018,Percent,Percent Of Adults,25,Overweight: Not overweight or obese,Male,Dumfries and Galloway,-4.02863,55.09622
S12000006,2018,Percent,Percent Of Adults,51,Smoking status: Never smoked/Used to smoke occasionally,Male,Dumfries and Galloway,-4.02863,55.09622
S12000006,2019,Percent,Percent Of Adults,50,Smoking status: Never smoked/Used to smoke occasionally,Male,Dumfries and Galloway,-4.02863,55.09622
S12000006,2019,Percent,Percent Of Adults,21,Alcohol consumption: Hazardous/Harmful drinker,All,Dumfries and Galloway,-4.02863,55.09622
S12000006,2018,Percent,Percent Of Adults,23,Summary activity levels: Very low activity,All,Dumfries and Galloway,-4.02863,55.09622
S12000006,2019,Percent,Percent Of Adults,20,Summary activity levels: Very low activity,Female,Dumfries and Galloway,-4.02863,55.09622
S12000006,2019,Percent,Percent Of Adults,9,Fruit & vegetable consumption: None,All,Dumfries and Galloway,-4.02863,55.09622
S12000006,2018,Percent,Percent Of Adults,69,Overweight: Overweight (including obese),Female,Dumfries and Galloway,-4.02863,55.09622
S12000006,2018,Percent,Percent Of Adults,11,Alcohol consumption: Hazardous/Harmful drinker,Female,Dumfries and Galloway,-4.02863,55.09622
S12000006,2019,Mean,Units of alcohol,9.6,Alcohol consumption (mean weekly units),All,Dumfries and Galloway,-4.02863,55.09622
S12000006,2018,Percent,Percent Of Adults,62,Self-assessed general health: Very good/Good,Male,Dumfries and Galloway,-4.02863,55.09622
S12000006,2019,Percent,Percent Of Adults,12,Alcohol consumption: Non-drinker,Female,Dumfries and Galloway,-4.02863,55.09622
S12000006,2018,Percent,Percent Of Adults,16,Alcohol consumption: Non-drinker,All,Dumfries and Galloway,-4.02863,55.09622
S12000006,2019,Percent,Percent Of Adults,28,Overweight: Not overweight or obese,All,Dumfries and Galloway,-4.02863,55.09622
S12000006,2018,Percent,Percent Of Adults,7,E-cigarette use: Currently using,All,Dumfries and Galloway,-4.02863,55.09622
S12000006,2018,Percent,Percent Of Adults,63,Obesity: Not obese,Male,Dumfries and Galloway,-4.02863,55.09622
S12000006,2019,Percent,Percent Of Adults,7,E-cigarette use: Currently using,All,Dumfries and Galloway,-4.02863,55.09622
S12000006,2019,Percent,Percent Of Adults,83,"Provide any regular help or care for any sick, disabled or frail person: No",Female,Dumfries and Galloway,-4.02863,55.09622
S12000006,2019,Percent,Percent Of Adults,34,Long-term illness: Limiting long-term illness,Male,Dumfries and Galloway,-4.02863,55.09622
S12000006,2018,Percent,Percent Of Adults,8,Summary activity levels: Some activity,Male,Dumfries and Galloway,-4.02863,55.09622
S12000006,2019,Percent,Percent Of Adults,6,E-cigarette use: Currently using,Male,Dumfries and Galloway,-4.02863,55.09622
S12000006,2019,Percent,Percent Of Adults,33,Life satisfaction: Below the mode (0-Extremely dissatisfied to 7),All,Dumfries and Galloway,-4.02863,55.09622
S12000006,2019,Percent,Percent Of Adults,32,Life satisfaction: Below the mode (0-Extremely dissatisfied to 7),Female,Dumfries and Galloway,-4.02863,55.09622
S12000006,2018,Percent,Percent Of Adults,19,Alcohol consumption: Non-drinker,Male,Dumfries and Galloway,-4.02863,55.09622
S12000006,2018,Percent,Percent Of Adults,14,Alcohol consumption: Non-drinker,Female,Dumfries and Galloway,-4.02863,55.09622
S12000006,2018,Percent,Percent Of Adults,8,E-cigarette use: Currently using,Female,Dumfries and Galloway,-4.02863,55.09622
S12000006,2019,Percent,Percent Of Adults,34,Life satisfaction: Below the mode (0-Extremely dissatisfied to 7),Male,Dumfries and Galloway,-4.02863,55.09622
S12000006,2019,Percent,Percent Of Adults,66,Obesity: Not obese,Male,Dumfries and Galloway,-4.02863,55.09622
S12000006,2019,Mean,WEMWBS Score,49.5,Mental wellbeing,All,Dumfries and Galloway,-4.02863,55.09622
S12000006,2018,Percent,Percent Of Adults,10,Summary activity levels: Some activity,Female,Dumfries and Galloway,-4.02863,55.09622
S12000006,2018,Mean,WEMWBS Score,49.4,Mental wellbeing,All,Dumfries and Galloway,-4.02863,55.09622
S12000006,2019,Percent,Percent Of Adults,67,Obesity: Not obese,All,Dumfries and Galloway,-4.02863,55.09622
S12000006,2019,Percent,Percent Of Adults,86,"Provide any regular help or care for any sick, disabled or frail person: No",All,Dumfries and Galloway,-4.02863,55.09622
S12000006,2019,Percent,Percent Of Adults,30,Long-term illness: Limiting long-term illness,Female,Dumfries and Galloway,-4.02863,55.09622
S12000006,2018,Percent,Percent Of Adults,32,Long-term illness: Limiting long-term illness,All,Dumfries and Galloway,-4.02863,55.09622
S12000006,2019,Percent,Percent Of Adults,88,"Provide any regular help or care for any sick, disabled or frail person: No",Male,Dumfries and Galloway,-4.02863,55.09622
S12000006,2019,Percent,Percent Of Adults,12,Summary activity levels: Some activity,All,Dumfries and Galloway,-4.02863,55.09622
S12000006,2018,Mean,WEMWBS Score,48.8,Mental wellbeing,Female,Dumfries and Galloway,-4.02863,55.09622
S12000006,2019,Percent,Percent Of Adults,13,Alcohol consumption: Non-drinker,All,Dumfries and Galloway,-4.02863,55.09622
S12000006,2018,Mean,WEMWBS Score,50,Mental wellbeing,Male,Dumfries and Galloway,-4.02863,55.09622
S12000006,2018,Percent,Percent Of Adults,30,Long-term illness: Limiting long-term illness,Female,Dumfries and Galloway,-4.02863,55.09622
S12000006,2019,Mean,WEMWBS Score,49.9,Mental wellbeing,Male,Dumfries and Galloway,-4.02863,55.09622
S12000006,2019,Percent,Percent Of Adults,20,General health questionnaire (GHQ-12): Score 1-3,Male,Dumfries and Galloway,-4.02863,55.09622
S12000006,2018,Percent,Percent Of Adults,2,Summary activity levels: Low activity,Male,Dumfries and Galloway,-4.02863,55.09622
S12000006,2019,Percent,Percent Of Adults,76,Overweight: Overweight (including obese),Male,Dumfries and Galloway,-4.02863,55.09622
S12000006,2019,Mean,Units of alcohol,13.2,Alcohol consumption (mean weekly units),Male,Dumfries and Galloway,-4.02863,55.09622
S12000006,2019,Percent,Percent Of Adults,19,Doctor-diagnosed asthma: Yes,Female,Dumfries and Galloway,-4.02863,55.09622
S12000006,2018,Percent,Percent Of Adults,29,Self-assessed general health: Fair,Male,Dumfries and Galloway,-4.02863,55.09622
S12000006,2019,Percent,Percent Of Adults,24,Overweight: Not overweight or obese,Male,Dumfries and Galloway,-4.02863,55.09622
S12000006,2018,Percent,Percent Of Adults,9,Self-assessed general health: Bad/Very bad,Male,Dumfries and Galloway,-4.02863,55.09622
S12000006,2019,Percent,Percent Of Adults,24,General health questionnaire (GHQ-12): Score 1-3,All,Dumfries and Galloway,-4.02863,55.09622
S12000006,2019,Percent,Percent Of Adults,2,Summary activity levels: Low activity,Male,Dumfries and Galloway,-4.02863,55.09622
S12000006,2019,Percent,Percent Of Adults,3,Summary activity levels: Low activity,All,Dumfries and Galloway,-4.02863,55.09622
S12000006,2019,Percent,Percent Of Adults,22,Self-assessed general health: Fair,All,Dumfries and Galloway,-4.02863,55.09622
S12000006,2019,Percent,Percent Of Adults,8,Self-assessed general health: Bad/Very bad,Male,Dumfries and Galloway,-4.02863,55.09622
S12000006,2019,Percent,Percent Of Adults,55,Long-term illness: No long-term illness,All,Dumfries and Galloway,-4.02863,55.09622
S12000006,2019,Percent,Percent Of Adults,15,Smoking status: Current smoker,Female,Dumfries and Galloway,-4.02863,55.09622
S12000006,2019,Percent,Percent Of Adults,19,Self-assessed general health: Fair,Female,Dumfries and Galloway,-4.02863,55.09622
S12000006,2019,Percent,Percent Of Adults,17,Doctor-diagnosed asthma: Yes,Male,Dumfries and Galloway,-4.02863,55.09622
S12000006,2018,Percent,Percent Of Adults,3,Summary activity levels: Low activity,Female,Dumfries and Galloway,-4.02863,55.09622
S12000006,2019,Percent,Percent Of Adults,18,Doctor-diagnosed asthma: Yes,All,Dumfries and Galloway,-4.02863,55.09622
S12000006,2019,Percent,Percent Of Adults,13,Alcohol consumption: Non-drinker,Male,Dumfries and Galloway,-4.02863,55.09622
S12000006,2018,Percent,Percent Of Adults,5,E-cigarette use: Currently using,Male,Dumfries and Galloway,-4.02863,55.09622
S12000006,2019,Percent,Percent Of Adults,32,Long-term illness: Limiting long-term illness,All,Dumfries and Galloway,-4.02863,55.09622
S12000006,2018,Mean,Units of alcohol,13.8,Alcohol consumption (mean weekly units),Male,Dumfries and Galloway,-4.02863,55.09622
S12000006,2019,Percent,Percent Of Adults,8,E-cigarette use: Currently using,Female,Dumfries and Galloway,-4.02863,55.09622
S12000006,2019,Percent,Percent Of Adults,13,Long-term illness: Non-limiting long-term illness,Female,Dumfries and Galloway,-4.02863,55.09622
S12000006,2019,Mean,WEMWBS Score,49.1,Mental wellbeing,Female,Dumfries and Galloway,-4.02863,55.09622
S12000006,2018,Percent,Percent Of Adults,35,Long-term illness: Limiting long-term illness,Male,Dumfries and Galloway,-4.02863,55.09622
S12000006,2018,Percent,Percent Of Adults,3,Summary activity levels: Low activity,All,Dumfries and Galloway,-4.02863,55.09622
S12000006,2019,Percent,Percent Of Adults,3,Summary activity levels: Low activity,Female,Dumfries and Galloway,-4.02863,55.09622
S12000006,2018,Percent,Percent Of Adults,67,Obesity: Not obese,Female,Dumfries and Galloway,-4.02863,55.09622
S12000006,2019,Mean,Units of alcohol,5.9,Alcohol consumption (mean weekly units),Female,Dumfries and Galloway,-4.02863,55.09622
S12000006,2019,Percent,Percent Of Adults,23,Smoking status: Current smoker,Male,Dumfries and Galloway,-4.02863,55.09622
S12000006,2018,Percent,Percent Of Adults,20,Smoking status: Current smoker,All,Dumfries and Galloway,-4.02863,55.09622
S12000006,2018,Percent,Percent Of Adults,65,Obesity: Not obese,All,Dumfries and Galloway,-4.02863,55.09622
S12000006,2019,Percent,Percent Of Adults,43,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),Female,Dumfries and Galloway,-4.02863,55.09622
S12000006,2019,Mean,Portions of fruit & vegetables,3.4,Fruit & vegetable consumption (mean daily portions),Female,Dumfries and Galloway,-4.02863,55.09622
S12000006,2018,Percent,Percent Of Adults,14,General health questionnaire (GHQ-12): Score 4+,All,Dumfries and Galloway,-4.02863,55.09622
S12000006,2019,Percent,Percent Of Adults,56,Alcohol consumption: Moderate drinker,Male,Dumfries and Galloway,-4.02863,55.09622
S12000006,2019,Percent,Percent Of Adults,10,Any cardiovascular condition: Has a cardiovascular condition,Female,Dumfries and Galloway,-4.02863,55.09622
S12000006,2019,Percent,Percent Of Adults,21,Any cardiovascular condition: Has a cardiovascular condition,Male,Dumfries and Galloway,-4.02863,55.09622
S12000006,2019,Percent,Percent Of Adults,26,Smoking status: Used to smoke regularly,All,Dumfries and Galloway,-4.02863,55.09622
S12000006,2019,Percent,Percent Of Adults,12,Summary activity levels: Some activity,Female,Dumfries and Galloway,-4.02863,55.09622
S12000006,2018,Percent,Percent Of Adults,15,General health questionnaire (GHQ-12): Score 4+,Female,Dumfries and Galloway,-4.02863,55.09622
S12000006,2019,Percent,Percent Of Adults,67,Alcohol consumption: Moderate drinker,All,Dumfries and Galloway,-4.02863,55.09622
S12000006,2018,Mean,Portions of fruit & vegetables,3.1,Fruit & vegetable consumption (mean daily portions),All,Dumfries and Galloway,-4.02863,55.09622
S12000006,2018,Percent,Percent Of Adults,65,Summary activity levels: Meets recommendations,All,Dumfries and Galloway,-4.02863,55.09622
S12000006,2018,Percent,Percent Of Adults,26,Smoking status: Used to smoke regularly,Male,Dumfries and Galloway,-4.02863,55.09622
S12000006,2019,Percent,Percent Of Adults,66,Summary activity levels: Meets recommendations,Male,Dumfries and Galloway,-4.02863,55.09622
S12000006,2018,Percent,Percent Of Adults,12,General health questionnaire (GHQ-12): Score 4+,Male,Dumfries and Galloway,-4.02863,55.09622
S12000006,2019,Percent,Percent Of Adults,14,General health questionnaire (GHQ-12): Score 4+,All,Dumfries and Galloway,-4.02863,55.09622
S12000006,2018,Percent,Percent Of Adults,28,General health questionnaire (GHQ-12): Score 1-3,Female,Dumfries and Galloway,-4.02863,55.09622
S12000006,2019,Percent,Percent Of Adults,80,E-cigarette use: Never used,All,Dumfries and Galloway,-4.02863,55.09622
S12000006,2019,Percent,Percent Of Adults,78,Alcohol consumption: Moderate drinker,Female,Dumfries and Galloway,-4.02863,55.09622
S12000006,2018,Percent,Percent Of Adults,11,Any cardiovascular condition: Has a cardiovascular condition,Female,Dumfries and Galloway,-4.02863,55.09622
S12000006,2018,Percent,Percent Of Adults,19,Fruit & vegetable consumption: 5 portions or more,All,Dumfries and Galloway,-4.02863,55.09622
S12000006,2018,Percent,Percent Of Adults,21,Any cardiovascular condition: Has a cardiovascular condition,Male,Dumfries and Galloway,-4.02863,55.09622
S12000006,2019,Percent,Percent Of Adults,32,Overweight: Not overweight or obese,Female,Dumfries and Galloway,-4.02863,55.09622
S12000006,2018,Percent,Percent Of Adults,24,Smoking status: Used to smoke regularly,Female,Dumfries and Galloway,-4.02863,55.09622
S12000006,2019,Percent,Percent Of Adults,32,Obesity: Obese,Female,Dumfries and Galloway,-4.02863,55.09622
S12000006,2019,Percent,Percent Of Adults,82,Doctor-diagnosed asthma: No,All,Dumfries and Galloway,-4.02863,55.09622
S12000006,2019,Percent,Percent Of Adults,81,Doctor-diagnosed asthma: No,Female,Dumfries and Galloway,-4.02863,55.09622
S12000006,2019,Percent,Percent Of Adults,25,Smoking status: Used to smoke regularly,Female,Dumfries and Galloway,-4.02863,55.09622
S12000006,2018,Mean,Portions of fruit & vegetables,3.1,Fruit & vegetable consumption (mean daily portions),Male,Dumfries and Galloway,-4.02863,55.09622
S12000006,2019,Percent,Percent Of Adults,16,Any cardiovascular condition: Has a cardiovascular condition,All,Dumfries and Galloway,-4.02863,55.09622
S12000006,2018,Percent,Percent Of Adults,31,Overweight: Not overweight or obese,Female,Dumfries and Galloway,-4.02863,55.09622
S12000006,2019,Percent,Percent Of Adults,34,Obesity: Obese,Male,Dumfries and Galloway,-4.02863,55.09622
S12000006,2018,Percent,Percent Of Adults,75,Alcohol consumption: Moderate drinker,Female,Dumfries and Galloway,-4.02863,55.09622
